SeqName	Length	Description	GO IDs
FAGR_UCONN_03181	467	"XP_040994307.1uncharacterized protein LOC121240847, partial"	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03182	144	XP_042969115.1uncharacterized protein LOC122301804	GO:0003676;GO:0004523
FAGR_UCONN_03183	210	POE54613.1uncharacterized protein CFP56_53185	
FAGR_UCONN_03184	505	KAG2679813.1hypothetical protein I3760_11G068500	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03185	794	KAH9649399.1Endonuclease	
FAGR_UCONN_03186	159	"XP_022872555.1uncharacterized protein LOC111391549, partial"	
FAGR_UCONN_03187	119	XP_050881561.1uncharacterized protein LOC127085035	GO:0015074;GO:0003676;GO:0004523;GO:0046872
FAGR_UCONN_03188	472	KAF3969507.1hypothetical protein CMV_006703	GO:0009718;GO:0047213
FAGR_UCONN_03189	210	KAA8517060.1hypothetical protein F0562_017122	GO:0015074;GO:1990961;GO:0003676;GO:0015297;GO:0042910;GO:0016020
FAGR_UCONN_03190	329	KAF3946965.1hypothetical protein CMV_026832	GO:0006633;GO:0009922;GO:0016020
FAGR_UCONN_03191	218	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_03192	209	XP_050281437.1germin-like protein 9-3	GO:0030145;GO:0048046
FAGR_UCONN_03193	240	KAA8537887.1hypothetical protein F0562_027533	GO:0016787
FAGR_UCONN_03194	170	GAV82837.1DUF4219 domain-containing protein/UBN2 domain-containing protein	GO:0003676;GO:0008270
FAGR_UCONN_03195	203	KAH9767183.1hypothetical protein KPL71_011182	
FAGR_UCONN_03196	620	KAG5547345.1hypothetical protein RHGRI_013130	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03197	114	XP_048227475.1protein ELF4-LIKE 4-like	GO:0009649;GO:0042753;GO:0005634
FAGR_UCONN_03198	167	KAG5547649.1hypothetical protein RHGRI_013370	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03199	116	XP_030940015.1uncharacterized protein LOC115964928	GO:0008757
FAGR_UCONN_03200	332	KAE8077202.1hypothetical protein FH972_015787	GO:0016301
FAGR_UCONN_03201	332	KAF7120978.1hypothetical protein RHSIM_Rhsim13G0137500	GO:0009072;GO:0042221;GO:0003824;GO:0005737
FAGR_UCONN_03202	495	"XP_050280209.1capsanthin/capsorubin synthase, chromoplastic-like"	GO:0006744;GO:0016120;GO:0016123;GO:0016705;GO:0045436;GO:0005739
FAGR_UCONN_03203	157	KAI9166229.1hypothetical protein LWI28_028444	GO:0006355;GO:0003677;GO:0005634
FAGR_UCONN_03204	256	XP_030940176.1uncharacterized protein LOC115965123	GO:0016020
FAGR_UCONN_03205	402	XP_050289149.1uncharacterized protein LOC126727514	
FAGR_UCONN_03206	266	KAF3954716.1hypothetical protein CMV_019975	
FAGR_UCONN_03207	249	KAF3948508.1hypothetical protein CMV_025506	GO:0009098;GO:0003852;GO:0046872;GO:0009507
FAGR_UCONN_03208	102	XP_028083950.1uncharacterized protein LOC114285142	GO:0046983;GO:0016020
FAGR_UCONN_03209	113	YP_009568628.1NADH-plastoquinone oxidoreductase subunit K	GO:0009060;GO:0015990;GO:0019684;GO:0022900;GO:0005506;GO:0008137;GO:0048038;GO:0051539;GO:0005886;GO:0009535
FAGR_UCONN_03210	203	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_03211	264	XP_050281201.1uncharacterized protein LOC126722093	
FAGR_UCONN_03212	1036	XP_030959191.1elongation factor-like GTPase 1	GO:0006414;GO:0042256;GO:0003746;GO:0003924;GO:0005525;GO:0043022;GO:0005829;GO:0005840;GO:1990904
FAGR_UCONN_03213	436	XP_050278114.1uncharacterized protein LOC126719625	
FAGR_UCONN_03214	323	XP_030936177.1uncharacterized protein LOC115961319	
FAGR_UCONN_03215	751	KAF3943124.1hypothetical protein CMV_030282	GO:0009451;GO:0003723
FAGR_UCONN_03216	1088	KAH9656877.1hypothetical protein KPL70_022847	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03217	233	CAN81634.1hypothetical protein VITISV_034565	GO:0006508;GO:0015074;GO:0015979;GO:0015995;GO:0016310;GO:0071805;GO:0003676;GO:0004252;GO:0004672;GO:0005524;GO:0008270;GO:0015079;GO:0016851;GO:0016887;GO:0005576;GO:0005739;GO:0005886;GO:0009507
FAGR_UCONN_03218	156	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_03219	584	KAF3961445.1hypothetical protein CMV_013935	GO:0009987;GO:0048856
FAGR_UCONN_03220	720	RVW71911.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676
FAGR_UCONN_03221	483	GAV83197.1DUF4219 domain-containing protein/UBN2 domain-containing protein	GO:0003676;GO:0008270;GO:0016020
FAGR_UCONN_03222	181	XP_050281872.1pectinesterase inhibitor-like	
FAGR_UCONN_03223	104	XP_008223552.1PREDICTED: EG45-like domain containing protein	GO:0009627;GO:0016020;GO:0048046
FAGR_UCONN_03224	442	XP_050254840.1uncharacterized protein LOC126700672	
FAGR_UCONN_03225	309	XP_030973476.1uncharacterized protein LOC115993670	GO:0048364;GO:0048367
FAGR_UCONN_03226	598	KAF3973219.1hypothetical protein CMV_003328	GO:0070085;GO:0016757;GO:0005794;GO:0016020
FAGR_UCONN_03227	739	YP_010261536.1RNA polymerase beta subunit	GO:0006351;GO:0003677;GO:0003899;GO:0032549;GO:0000428;GO:0009507
FAGR_UCONN_03228	302	KAB1199366.1putative DNA-binding protein ESCAROLA	GO:0006355;GO:0010228;GO:0003680;GO:0003700;GO:0005634
FAGR_UCONN_03229	130	KZV29500.1Cysteine-rich RLK (receptor-like protein kinase) 8	GO:0006278;GO:0016310;GO:0003964;GO:0016301
FAGR_UCONN_03230	140	KAF3963739.1hypothetical protein CMV_011900	GO:0005509
FAGR_UCONN_03231	155	KAF8392138.1hypothetical protein HHK36_022480	GO:0006397;GO:0006974;GO:0007165;GO:0008380;GO:0004842;GO:0016301;GO:0043167;GO:0097159;GO:0005634;GO:0032991
FAGR_UCONN_03232	264	XP_023888415.1NDR1/HIN1-like protein 13	GO:0016020
FAGR_UCONN_03233	350	XP_050241433.1uncharacterized protein LOC126690370	
FAGR_UCONN_03234	472	XP_050248605.1mitogen-activated protein kinase kinase kinase 18-like	GO:0007165;GO:0016310;GO:0004674;GO:0005524
FAGR_UCONN_03235	213	XP_050267844.1uncharacterized protein LOC126712529	GO:0006278;GO:0006310;GO:0015074;GO:0003676;GO:0003964;GO:0004523;GO:0046872;GO:0005634
FAGR_UCONN_03236	137	KAE8660158.1hypothetical protein F3Y22_tig00116958pilonHSYRG00191	GO:0015074;GO:0015979;GO:0015995;GO:0016310;GO:0042545;GO:0045490;GO:0003676;GO:0004497;GO:0004557;GO:0004672;GO:0005506;GO:0005524;GO:0008270;GO:0016705;GO:0016851;GO:0016887;GO:0020037;GO:0030246;GO:0030599;GO:0045330;GO:0009507;GO:0016020
FAGR_UCONN_03237	126	KAI5318258.1hypothetical protein L3X38_037966	GO:0006278;GO:0015074;GO:0003676;GO:0003964
FAGR_UCONN_03238	132	"XP_023913264.1uncharacterized protein LOC112024849, partial"	GO:0016020
FAGR_UCONN_03239	185	KAF3956856.1hypothetical protein CMV_018069	GO:0010200
FAGR_UCONN_03240	396	XP_050290860.1uncharacterized protein LOC126729446	GO:0006656;GO:0016020
FAGR_UCONN_03241	366	XP_050257077.1ethylene-responsive transcription factor ERF118-like	GO:0006351;GO:0006355;GO:0006952;GO:0003677;GO:0003700;GO:0005634
FAGR_UCONN_03242	104	"XP_020113283.1uncharacterized protein LOC109727552, partial"	
FAGR_UCONN_03243	288	POF10196.1hypothetical protein CFP56_14136	
FAGR_UCONN_03244	179	XP_030973965.1zinc finger protein 10	
FAGR_UCONN_03245	323	XP_050259594.1mitochondrial uncoupling protein 5-like isoform X1	GO:0006839;GO:0015709;GO:0035435;GO:0071422;GO:0071423;GO:1902356;GO:1902358;GO:0015116;GO:0015117;GO:0015131;GO:0015140;GO:0015141;GO:0015297;GO:0031966
FAGR_UCONN_03246	847	CAN75041.1hypothetical protein VITISV_027174	GO:0015074;GO:0098542;GO:0003676;GO:0016887;GO:0043531;GO:0016020
FAGR_UCONN_03247	866	XP_050252448.1G-type lectin S-receptor-like serine/threonine-protein kinase At5g35370 isoform X3	
FAGR_UCONN_03248	808	"GAV67225.1zf-CCHC domain-containing protein/rve domain-containing protein/RVT_2 domain-containing protein/gag_pre-integrs domain-containing protein/UBN2_2 domain-containing protein, partial"	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03249	208	KAE7995762.1hypothetical protein FH972_000531	GO:0010256;GO:0016020
FAGR_UCONN_03250	94	KYP31619.1Copia protein	GO:0015074;GO:0003676;GO:0004491;GO:0008270
FAGR_UCONN_03251	134	GAV67591.1UBN2 domain-containing protein	GO:0003676;GO:0008270
FAGR_UCONN_03252	346	KAF3964098.1hypothetical protein CMV_011575	GO:0016020
FAGR_UCONN_03253	290	KAG5562386.1hypothetical protein RHGRI_005203	GO:0006807;GO:0043170;GO:0044237;GO:0044238;GO:0097159
FAGR_UCONN_03254	344	KAF8412813.1hypothetical protein HHK36_000784	GO:0009451;GO:0003723;GO:0008270
FAGR_UCONN_03255	118	XP_030945271.1uncharacterized protein LOC115969796	GO:0022900;GO:0009055
FAGR_UCONN_03256	298	XP_023905081.1uncharacterized protein LOC112016839	GO:0006807;GO:0043170;GO:0044237;GO:0044238;GO:0097159
FAGR_UCONN_03257	385	KAH7569033.1hypothetical protein JRO89_XS06G0091500	
FAGR_UCONN_03258	286	KAA0054997.1putative mitochondrial protein	GO:0006259;GO:0016779
FAGR_UCONN_03259	646	XP_050276011.1pentatricopeptide repeat-containing protein At3g12770-like	GO:0009451;GO:0003723;GO:0008270
FAGR_UCONN_03260	257	KAF3957391.1hypothetical protein CMV_017591	GO:0016020
FAGR_UCONN_03261	142	XP_042940888.1uncharacterized protein LOC122275743 isoform X2	GO:0006278;GO:0003964
FAGR_UCONN_03262	216	KAH9767183.1hypothetical protein KPL71_011182	
FAGR_UCONN_03263	576	RVW71911.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03264	998	XP_024192849.1uncharacterized protein LOC112196673	GO:0015074;GO:0003676;GO:0008270;GO:0016779;GO:0016787
FAGR_UCONN_03265	263	XP_014500855.1protein FAR-RED IMPAIRED RESPONSE 1-like	GO:0006355;GO:0008270;GO:0046872;GO:0005634
FAGR_UCONN_03266	887	XP_050272965.1probable disease resistance protein At4g27220 isoform X2	GO:0006952;GO:0043531
FAGR_UCONN_03267	815	XP_042982037.1uncharacterized protein LOC122311522 isoform X1	GO:0015074;GO:0003676
FAGR_UCONN_03268	178	XP_030952855.1dirigent protein 8	GO:0009699;GO:0016020;GO:0048046
FAGR_UCONN_03269	227	KAF5444131.1hypothetical protein F2P56_036633	GO:0016020
FAGR_UCONN_03270	177	KAJ0017607.1hypothetical protein Pint_10283	GO:0006508;GO:0015074;GO:0003676;GO:0008233
FAGR_UCONN_03271	319	KAH9705009.1Endonuclease	
FAGR_UCONN_03272	137	POE95157.1hypothetical protein CFP56_25274	GO:0003676;GO:0004523
FAGR_UCONN_03273	296	XP_023919559.1uncharacterized protein LOC112031110	GO:0019538;GO:0034641;GO:0097159
FAGR_UCONN_03274	223	POE63956.1hypothetical protein CFP56_01994	
FAGR_UCONN_03275	752	XP_030954402.1leucine-rich repeat extensin-like protein 3	
FAGR_UCONN_03276	627	XP_042946562.1uncharacterized protein LOC122279793 isoform X5	
FAGR_UCONN_03277	603	"XP_042947646.19-cis-epoxycarotenoid dioxygenase NCED1, chloroplastic-like"	GO:0016121;GO:0010436;GO:0046872;GO:0009570
FAGR_UCONN_03278	351	XP_050286645.1uncharacterized protein LOC126725774	
FAGR_UCONN_03279	217	XP_050289961.1uncharacterized protein LOC126728134	
FAGR_UCONN_03280	738	KAF3961445.1hypothetical protein CMV_013935	GO:0006259;GO:0048856
FAGR_UCONN_03281	423	XP_023896980.1fasciclin-like arabinogalactan protein 10	GO:0005886;GO:0098552
FAGR_UCONN_03282	184	XP_023915917.1VQ motif-containing protein 9-like	GO:0003677
FAGR_UCONN_03283	326	KAA8541125.1hypothetical protein F0562_025129	GO:0015074;GO:0003676
FAGR_UCONN_03284	141	PSS08065.1Integrase	GO:0006278;GO:0006412;GO:0015074;GO:0003676;GO:0003735;GO:0003964;GO:0004523;GO:0008270;GO:0015934;GO:0016020
FAGR_UCONN_03285	1274	TQE01264.1hypothetical protein C1H46_013171	GO:0015074;GO:0003676;GO:0008270;GO:0016020
FAGR_UCONN_03286	417	XP_023914563.1uncharacterized protein LOC112026111	GO:0043227
FAGR_UCONN_03287	198	KAE8076909.1hypothetical protein FH972_015531	GO:0016020
FAGR_UCONN_03288	136	NP_001131276.1histone H3.2	GO:0003677;GO:0030527;GO:0046982;GO:0000786;GO:0005634;GO:0010369
FAGR_UCONN_03289	228	XP_030924745.1uncharacterized protein LOC115951731	
FAGR_UCONN_03290	1340	CAH9126139.1unnamed protein product	GO:0006278;GO:0015074;GO:0003676;GO:0003964;GO:0008270
FAGR_UCONN_03291	745	XP_050290880.1scarecrow-like protein 34	GO:0005634
FAGR_UCONN_03292	162	XP_050255207.1S-protein homolog 74-like	GO:0060320;GO:0005576
FAGR_UCONN_03293	109	XP_023871503.1uncharacterized protein LOC111984114	GO:0003676;GO:0004523
FAGR_UCONN_03294	168	XP_023913981.1uncharacterized protein LOC112025541	GO:0015074;GO:0003676
FAGR_UCONN_03295	96	XP_002531320.1cationic peroxidase 1	GO:0009451;GO:0004601;GO:0005488
FAGR_UCONN_03296	642	KAH7862353.1hypothetical protein Vadar_003617	
FAGR_UCONN_03297	1318	"ABI34306.1Polyprotein, putative"	GO:0015074;GO:0003676;GO:0008270;GO:0016740;GO:0046983
FAGR_UCONN_03298	131	KAF5451062.1hypothetical protein F2P56_031361	GO:0003824
FAGR_UCONN_03299	148	CAN80356.1hypothetical protein VITISV_003506	GO:0015074;GO:0003676;GO:0008270;GO:0016020
FAGR_UCONN_03300	677	XP_023893925.1pentatricopeptide repeat-containing protein At5g39350	GO:0009451;GO:0003723
FAGR_UCONN_03301	1340	CAH9126139.1unnamed protein product	GO:0006278;GO:0015074;GO:0003676;GO:0003964;GO:0008270
FAGR_UCONN_03302	499	XP_030940176.1uncharacterized protein LOC115965123	
FAGR_UCONN_03303	1030	XP_038975729.1uncharacterized protein LOC120106748	GO:0005488
FAGR_UCONN_03304	135	XP_050278513.1uncharacterized protein LOC126720239	GO:0005488
FAGR_UCONN_03305	213	POF08703.1uncharacterized protein CFP56_04821	
FAGR_UCONN_03306	460	XP_050264081.1uncharacterized protein LOC126708328	
FAGR_UCONN_03307	482	KAH9723013.1hypothetical protein KPL70_006943	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03308	203	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_03309	330	KAF3963146.1hypothetical protein CMV_012429	GO:0016787
FAGR_UCONN_03310	201	POF24527.1hypothetical protein CFP56_79120	GO:0016020
FAGR_UCONN_03311	521	XP_030930990.1uncharacterized protein LOC115956854	GO:0003676;GO:0008270
FAGR_UCONN_03312	118	XP_050251311.1probable (S)-N-methylcoclaurine 3'-hydroxylase isozyme 2	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0016020
FAGR_UCONN_03313	293	KAF7119794.1hypothetical protein RHSIM_Rhsim13G0158900	
FAGR_UCONN_03314	248	XP_050243635.1uncharacterized protein LOC126692175	GO:0016614;GO:0046872;GO:0050660;GO:0051536;GO:0016020
FAGR_UCONN_03315	220	KAF3972009.1hypothetical protein CMV_004443	GO:0000723;GO:0006281;GO:0006310;GO:0032508;GO:0003678;GO:0005524;GO:0016787
FAGR_UCONN_03316	66	POE61132.1peptidyl-prolyl cis-trans isomerase	GO:0006457;GO:0003755;GO:0016018;GO:0005737
FAGR_UCONN_03317	260	XP_050251239.1putative wall-associated receptor kinase-like 16 isoform X2	GO:0007166;GO:0016310;GO:0004674;GO:0005509;GO:0005524;GO:0030247;GO:0016020
FAGR_UCONN_03318	421	"GAV64706.1Transferase domain-containing protein, partial"	GO:0016740
FAGR_UCONN_03319	199	KAH9767183.1hypothetical protein KPL71_011182	
FAGR_UCONN_03320	247	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_03321	108	RVX07765.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0015074;GO:0003676;GO:0004491;GO:0008270
FAGR_UCONN_03322	760	KAF3969611.1hypothetical protein CMV_006605	GO:0006355;GO:0003700;GO:0043565;GO:0005634
FAGR_UCONN_03323	92	KAG7942143.1hypothetical protein I3843_16G084700	GO:0006869;GO:0005576
FAGR_UCONN_03324	180	XP_050246006.1brassinosteroid-responsive RING protein 1-like	GO:0016567;GO:0008270;GO:0061630;GO:0016020
FAGR_UCONN_03325	955	KAH9651484.1hypothetical protein KPL70_026761	GO:0006259;GO:0005488;GO:0016740
FAGR_UCONN_03326	779	XP_023875660.1scarecrow-like protein 22 isoform X1	GO:0006355;GO:0003700;GO:0043565;GO:0005634
FAGR_UCONN_03327	125	POE52810.1putative inorganic phosphate transporter 1-8	GO:0055085;GO:0022857;GO:0016020
FAGR_UCONN_03328	213	XP_038988320.1uncharacterized protein LOC103698532 isoform X4	GO:0005488
FAGR_UCONN_03329	1738	XP_038975729.1uncharacterized protein LOC120106748	GO:0015074;GO:0003676;GO:0008270;GO:0016779;GO:0016787
FAGR_UCONN_03330	143	KAB1216008.1hypothetical protein CJ030_MR4G024561	
FAGR_UCONN_03331	186	KYP50346.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0006259;GO:0005488;GO:0016491
FAGR_UCONN_03332	356	RVW33499.1Transposon Tf2-2 polyprotein	GO:0006807;GO:0009987;GO:0043170;GO:0044238;GO:0016740
FAGR_UCONN_03333	437	XP_023871487.1lysM domain receptor-like kinase 3	GO:0016310;GO:0004672;GO:0005524
FAGR_UCONN_03334	563	"XP_041012965.1uncharacterized protein LOC121256286, partial"	
FAGR_UCONN_03335	422	XP_030929666.1uncharacterized protein LOC115955610	GO:0016757;GO:0016020
FAGR_UCONN_03336	670	XP_022769624.1LOW QUALITY PROTEIN: uncharacterized protein LOC111313212	GO:0006310;GO:0015074;GO:0071897;GO:0003676;GO:0003723;GO:0003887;GO:0004523;GO:0046872;GO:0005634;GO:0016020
FAGR_UCONN_03337	710	XP_050291287.1putative pentatricopeptide repeat-containing protein At3g47840	GO:0009451;GO:0003723;GO:0043231
FAGR_UCONN_03338	140	KAF3946810.1hypothetical protein CMV_026961	GO:0009733
FAGR_UCONN_03339	325	XP_030937050.1RING-H2 finger protein ATL16-like	GO:0016567;GO:0016740;GO:0016020
FAGR_UCONN_03340	402	RVW19280.1Retrovirus-related Pol polyprotein from transposon RE1	GO:0005488
FAGR_UCONN_03341	452	KAF3942663.1hypothetical protein CMV_030704	GO:0110102
FAGR_UCONN_03342	689	KAA8517060.1hypothetical protein F0562_017122	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03343	234	KAF3974527.1hypothetical protein CMV_002135	GO:0006357;GO:0000978;GO:0000981;GO:0005634;GO:0016020
FAGR_UCONN_03344	244	XP_023891781.1zinc finger BED domain-containing protein RICESLEEPER 1-like	
FAGR_UCONN_03345	243	XP_050286645.1uncharacterized protein LOC126725774	
FAGR_UCONN_03346	295	XP_030930071.1chitin-inducible gibberellin-responsive protein 1-like isoform X3	GO:0006355;GO:0003700;GO:0043565;GO:0005634
FAGR_UCONN_03347	230	XP_030930820.1uncharacterized protein LOC115956645	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03348	313	RVW71911.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676
FAGR_UCONN_03349	163	KAJ0093923.1hypothetical protein Patl1_25280	GO:0034641;GO:0071704;GO:0016740;GO:0016829;GO:0043167;GO:0097159
FAGR_UCONN_03350	855	KAH9744185.1Endonuclease	
FAGR_UCONN_03351	340	XP_050287711.1putative ribonuclease H protein At1g65750 isoform X1	
FAGR_UCONN_03352	114	XP_050278469.1F-box protein PP2-B15-like	
FAGR_UCONN_03353	202	XP_030937200.1zinc finger BED domain-containing protein DAYSLEEPER-like	GO:0005488
FAGR_UCONN_03354	78	XP_050251318.1E3 ubiquitin-protein ligase RZF1	GO:0046872;GO:0061630
FAGR_UCONN_03355	241	"XP_040987693.1LOW QUALITY PROTEIN: uncharacterized protein LOC121235415, partial"	GO:0015074;GO:0003676;GO:0008270
FAGR_UCONN_03356	295	POF02633.1uncharacterized protein CFP56_59581	
FAGR_UCONN_03357	129	KAI5323313.1hypothetical protein L3X38_032385	GO:0003676;GO:0008270
FAGR_UCONN_03358	1334	XP_050258819.1uncharacterized protein LOC126703791	
FAGR_UCONN_03359	449	XP_023909376.1uncharacterized protein At4g02000-like	
FAGR_UCONN_03360	208	XP_030946254.1abscisic acid receptor PYR1-like	GO:0009738;GO:0004864;GO:0010427;GO:0038023;GO:0042803;GO:0005634;GO:0005829;GO:0005886
FAGR_UCONN_03361	518	"XP_042974855.1uncharacterized protein LOC122306491, partial"	GO:0015074;GO:0003676
FAGR_UCONN_03362	100	KAF3958500.1hypothetical protein CMV_016601	GO:0016740
FAGR_UCONN_03363	1340	CAH9126139.1unnamed protein product	GO:0006278;GO:0015074;GO:0003676;GO:0003964;GO:0008270
FAGR_UCONN_03364	534	RVW71911.1Retrovirus-related Pol polyprotein from transposon TNT 1-94	GO:0015074;GO:0003676
FAGR_UCONN_03365	221	KAE7999578.1hypothetical protein FH972_003989	GO:0009903;GO:0009904;GO:0005829
FAGR_UCONN_03366	1228	KAF3961445.1hypothetical protein CMV_013935	GO:0043170;GO:0044237;GO:0016740;GO:0097159
FAGR_UCONN_03367	742	"XP_050271806.1pentatricopeptide repeat-containing protein At1g08070, chloroplastic-like"	GO:0009451;GO:0003723;GO:0008270
FAGR_UCONN_03368	524	"XP_023891870.1phospholipase A1-Igamma1, chloroplastic-like"	GO:0006629
FAGR_UCONN_03369	359	KAJ0983362.1hypothetical protein J5N97_011617	GO:0005488
FAGR_UCONN_03370	141	"XP_020113283.1uncharacterized protein LOC109727552, partial"	
FAGR_UCONN_03371	529	KAF3942983.1hypothetical protein CMV_030419	GO:0016491;GO:0071949
FAGR_UCONN_03372	179	QHN78423.1Photosystem II CP47 reaction center protein	GO:0009767;GO:0016168;GO:0009507;GO:0009521
FAGR_UCONN_03373	120	XP_050241240.1LOW QUALITY PROTEIN: low affinity inorganic phosphate transporter 2-like	GO:0006817;GO:0055085;GO:0005315;GO:0016020
FAGR_UCONN_03374	435	KAI5346300.1hypothetical protein L3X38_014179	
FAGR_UCONN_03375	392	XP_030959011.1uncharacterized protein LOC115980955	
FAGR_UCONN_03376	215	KAH9767183.1hypothetical protein KPL71_011182	
FAGR_UCONN_03377	219	"XP_035539641.1uncharacterized protein LOC118344015, partial"	
